Epoch,Loss (Accumulated Per Epoch)
272,66.561834
273,66.619553
274,66.464802
275,66.454602
276,66.432376
277,66.338268
278,66.353611
279,66.292665
280,66.166834
281,66.176184
282,66.067529
283,66.078224
284,65.982256
285,65.976447
286,65.841833
287,65.809777
288,65.818493
289,65.66118
290,65.618634
291,65.621543
292,65.46595
293,65.484958
294,65.351312
295,65.283662
296,65.249072
297,65.244343
298,65.082103
299,65.117186
300,64.955873
301,65.002191
302,64.840057
303,64.81815
304,64.723941
305,64.753883
306,64.579049
307,64.636068
308,64.514397
309,64.413922
310,64.365634
311,64.356195
312,64.318723
313,64.246984
314,64.092418
315,64.118964
316,64.08902
317,64.023586
318,63.878053
319,63.860888
320,63.880578
321,63.774891
322,63.738752
323,63.586142
324,63.697041
325,63.570526
326,63.439056
327,63.497748
328,63.410616
329,63.271459
330,63.345032
331,63.251525
332,63.117691
333,63.151247
334,63.103501
335,62.961514
336,63.020161
337,62.934691
338,62.865615
339,62.803877
340,62.696734
341,62.706865
342,62.66602
343,62.593601
344,62.491425
345,62.422056
346,62.479544
347,62.427553
348,62.339174
349,62.208269
350,62.215615
351,62.116203
352,62.182663
353,62.088279
354,62.026562
355,61.962215
356,61.8958
357,61.876439
358,61.723683
359,61.858241
360,61.602177
361,61.742636
362,61.599088
363,61.529945
364,61.527304
365,61.491645
366,61.347844
367,61.388604
368,61.302768
369,61.3135
370,61.196114
371,61.083397
372,61.183134
373,61.010448
374,61.074496
375,60.991448
376,60.908378
377,60.934
378,60.721607
379,60.777219
380,60.765194
381,60.639333
382,60.704106
383,60.628806
384,60.538274
385,60.508897
386,60.487914
387,60.391597
388,60.345535
389,60.271819
390,60.316075
391,60.235498
392,60.168048
393,60.101452
394,60.143078
395,59.917455
396,60.081121
397,59.985704
398,59.862062
399,59.923396
400,59.818669
401,59.728025
402,59.650592
403,59.727826
404,59.514222
405,59.668269
406,59.575112
407,59.482778
408,59.41942
409,59.461272
410,59.325102
411,59.212612
412,59.36075
413,59.279467
414,59.164684
415,59.124277
416,59.008692
417,59.138421
418,59.061347
419,59.002486
420,58.834777
421,58.951424
422,58.709689
423,58.910602
424,58.80489
425,58.723694
426,58.659517
427,58.740917
428,58.563322
429,58.649567
430,58.472667
431,58.565022
432,58.339588
433,58.497004
434,58.36408
435,58.314533
436,58.343107
437,58.161042
438,58.275241
439,58.071646
440,58.209343
441,58.13279
442,58.032648
443,57.986469
444,58.066285
445,57.812344
446,57.99178
447,57.832955
448,57.895992
449,57.797785
450,57.68631
451,57.801269
452,57.53335
453,57.666356
454,57.654696
455,57.541185
456,57.464259
457,57.509954
458,57.394768
459,57.478898
460,57.21464
461,57.385431
462,57.086471
463,57.305389
464,57.187741
465,57.188563
466,57.08694
467,57.130582
468,56.898745
469,57.100613
470,56.975082
471,56.913744
472,56.84435
473,56.906725
474,56.647709
475,56.801078
476,56.714089
477,56.542995
478,56.657167
479,56.584742
480,56.656392
481,56.374395
482,56.519196
483,56.413912
484,56.482086
485,56.35196
486,56.394757
487,56.181465
488,56.30776
489,56.258108
490,56.187728
491,56.00502
492,56.208945
493,56.118087
494,55.96117
495,56.077673
496,55.978962
497,55.932731
498,55.852783
499,55.884506
500,55.700023
501,55.866557
502,55.605558
503,55.775188
504,55.66589
505,55.653268
506,55.523986
507,55.615759
508,55.551021
509,55.5507
510,55.39659
511,55.273554
512,55.407084
513,55.367223
514,55.239674
515,55.054072
516,55.252717
517,55.197584
518,55.150795
519,54.958915
520,55.100159
521,54.951292
522,55.033416
523,54.79668
524,54.915435
525,54.897491
526,54.832364
527,54.73747
528,54.806023
529,54.708733
530,54.667905
531,54.686592
532,54.577117
533,54.573338
534,54.501232
535,54.488269
536,54.461106
537,54.465601
538,54.369566
539,54.377554
540,54.294811
541,54.199471
542,54.247625
543,54.134252
544,54.032436
545,54.004861
546,54.005838
547,53.845908
548,53.91455
549,53.813654
550,53.79262
551,53.754668
552,53.627317
553,53.619071
554,53.621295
555,53.327315
556,53.534243
557,53.444455
558,53.377969
559,53.362664
560,53.316127
561,53.268553
562,53.228733
563,53.156318
564,53.154622
565,53.097943
566,53.064813
567,52.974615
568,52.9739
569,52.926035
570,52.883217
571,52.80136
572,52.798443
573,52.781714
574,52.675791
575,52.703384
576,52.662948
577,52.568635
578,52.590194
579,52.534336
580,52.484544
581,52.418625
582,52.435173
583,52.358574
584,52.183077
585,52.344341
586,52.243487
587,52.194851
588,52.197355
589,52.170298
590,52.049635
591,52.09042
592,52.051535
593,51.83925
594,51.961167
595,51.918974
596,51.83354
597,51.850134
598,51.820838
599,51.754639
600,51.681438
601,51.71861
602,51.603847
603,51.645086
604,51.613751
605,51.560928
606,51.484316
607,51.451387
608,51.422804
609,51.225913
610,51.389449
611,51.338867
612,51.245876
613,51.206417
614,51.140813
615,51.01365
616,51.045707
617,50.958161
618,50.856913
619,50.646587
620,50.795142
621,50.700527
622,50.622433
623,50.611463
624,50.436881
625,50.520506
626,50.419348
627,50.181081
628,50.390096
629,50.300911
630,50.1985
631,50.173845
632,50.006144
633,50.117607
634,50.039848
635,49.788601
636,49.92864
637,49.803041
638,49.740548
639,49.727591
640,49.53467
641,49.604884
642,49.395558
643,49.547118
644,49.409174
645,49.367579
646,49.150891
647,49.316946
648,49.220037
649,49.077344
650,49.114448
651,48.869305
652,48.983962
653,48.922859
654,48.783996
655,48.725268
656,48.773316
657,48.522904
658,48.627653
659,48.585692
660,48.444304
661,48.363777
662,48.401934
663,48.147678
664,48.250947
665,48.068112
666,48.178313
667,48.086513
668,47.980896
669,47.885094
670,47.956811
671,47.706019
672,47.843218
673,47.626658
674,47.68286
675,47.465187
676,47.551127
677,47.350695
678,47.466193
679,47.335221
680,47.187117
681,47.317139
682,47.083035
683,47.179626
684,47.022571
685,47.054427
686,46.832942
687,46.953891
688,46.844852
689,46.667085
690,46.760391
691,46.603953
692,46.670872
693,46.487092
694,46.569079
695,46.356842
696,46.477424
697,46.372229
698,46.285378
699,46.168889
700,46.202234
701,46.104469
702,46.03419
703,45.934542
704,45.83277
705,45.873915
706,45.768506
707,45.705026
708,45.620568
709,45.513819
710,45.457322
711,45.514055
712,45.399121
713,45.364032
714,45.264601
715,45.222103
716,45.100882
717,45.026394
718,44.984677
719,44.873401
720,44.833466
721,44.755785
722,44.61035
723,44.593627
724,44.535885
725,44.428084
726,44.246477
727,44.231925
728,44.22772
729,44.046794
730,44.153102
731,44.059666
732,43.961768
733,43.900988
734,43.840694
735,43.745596
736,43.702456
737,43.603714
738,43.417231
739,43.434852
740,43.304049
741,43.371934
742,43.288972
743,43.157903
744,43.026036
745,42.858241
746,42.820706
747,42.807796
748,42.715109
749,42.637802
750,42.447864
751,42.365425
752,42.367822
753,42.276897
754,42.076884
755,41.9394
756,41.989827
757,41.854714
758,41.715571
759,41.597561
760,41.521024
761,41.434389
762,41.229639
763,41.132658
764,41.149728
765,41.046071
766,40.911804
767,40.833045
768,40.756928
769,40.672097
770,40.468045
771,40.488859
772,40.337358
773,40.245733
774,40.105581
775,40.070015
776,39.960579
777,39.948452
778,39.850297
779,39.71605
780,39.696744
781,39.591488
782,39.474378
783,39.465393
784,39.453884
785,39.281046
786,39.208601
787,39.174075
788,38.990218
789,39.013602
790,38.97518
791,38.834904
792,38.753511
793,38.725
794,38.663914
795,38.562843
796,38.403542
797,38.449213
798,38.373727
799,38.188815
800,38.224029
801,38.037383
802,37.969777
803,37.99198
804,37.940187
805,37.874595
806,37.70927
807,37.752286
808,37.699877
809,37.496046
810,37.386999
811,37.470448
812,37.401445
813,37.220221
814,37.257283
815,37.075399
816,36.954248
817,36.976925
818,36.969543
819,36.804842
820,36.799563
821,36.733181
822,36.557532
823,36.532427
824,36.405037
825,36.389279
826,36.328037
827,36.161885
828,36.042837
829,36.091932
830,36.086745
831,35.84038
832,35.87191
833,35.771234
834,35.755033
835,35.827417
836,35.589622
837,35.576944
838,35.596787
839,35.400816
840,35.592312
841,35.297079
842,35.113814
843,35.322569
844,35.200103
845,35.135457
846,34.871102
847,34.870586
848,34.893505
849,34.889942
850,34.842958
851,34.646962
852,34.436293
853,34.566667
854,34.584554
855,34.350585
856,34.40076
857,34.43334
858,34.404125
859,34.020726
860,34.189019
861,34.206584
862,34.035296
863,34.026808
864,33.808369
865,33.699209
866,33.740288
867,33.584648
868,33.742101
869,33.579969
870,33.264643
871,33.232057
872,33.2947
873,33.181899
874,33.125856
875,33.275547
876,33.256408
877,33.040781
878,32.875104
879,32.77247
880,32.664128
881,32.936722
882,32.562296
883,32.449248
884,32.47459
885,32.371693
886,32.303895
887,32.39682
888,32.409336
889,32.250646
890,32.27903
891,32.170875
892,31.854848
893,31.737841
894,31.737337
895,31.613248
896,31.823185
897,31.554913
898,31.462275
899,31.417001
900,31.600764
901,31.588536
902,31.444971
903,31.356952
904,31.096578
905,31.296017
906,31.221482
907,30.866842
908,31.086969
909,31.094191
910,30.609847
911,30.904693
912,30.876987
913,30.888591
914,30.448856
915,30.366043
916,30.673368
917,30.377295
918,30.212778
919,30.10597
920,30.408544
921,30.269609
922,29.881969
923,29.75943
924,29.833355
925,29.937976
926,29.907724
927,29.87542
928,29.696926
929,29.279313
930,29.635977
931,29.490407
932,29.132474
933,29.290312
934,28.969832
935,29.289364
936,29.072861
937,29.011028
938,29.161833
939,28.949634
940,28.958501
941,28.875066
942,28.554898
943,28.78493
944,28.769956
945,28.539697
946,28.585847
947,28.607849
948,28.53501
949,28.44045
950,28.091346
951,28.276365
952,28.22586
953,28.069819
954,28.106735
955,28.105232
956,27.984045
957,27.94663
958,27.940197
959,27.741818
960,27.795474
961,27.795162
962,27.491403
963,27.694997
964,27.609627
965,27.333389
966,27.532337
967,27.500173
968,27.106126
969,27.336254
970,27.166855
971,27.188054
972,27.200298
973,27.132751
974,26.960108
975,27.113901
976,27.018065
977,26.907423
978,26.913384
979,26.570498
980,26.836858
981,26.673549
982,26.704843
983,26.618022
984,26.635736
985,26.53707
986,26.488632
987,26.334541
988,26.422949
989,26.400615
990,26.401692
991,26.324586
992,26.169229
993,26.163132
994,26.15513
995,26.054593
996,25.835427
997,25.977289
998,25.980793
999,25.980891
1000,25.88196
1001,25.848091
1002,25.779529
1003,25.747079
1004,25.710681
1005,25.548225
1006,25.448151
1007,25.579763
1008,25.532932
1009,25.500697
1010,25.480583
1011,25.47025
1012,25.081751
1013,25.325738
1014,25.16014
1015,25.094212
1016,25.175855
1017,25.148309
1018,25.093564
1019,25.082362
1020,25.060035
1021,24.861759
1022,25.02007
1023,24.8987
1024,24.94478
1025,24.789813
1026,24.801474
1027,24.798896
1028,24.760849
1029,24.501876
1030,24.572655
1031,24.5362
1032,24.593628
1033,24.49787
1034,24.529917
1035,24.398826
1036,24.234098
1037,24.237581
1038,24.342302
1039,24.225448
1040,24.2836
1041,24.226337
1042,24.2018
1043,23.946124
1044,23.978503
1045,24.043154
1046,24.045331
1047,23.954779
1048,23.882289
1049,23.873831
1050,23.912173
1051,23.849035
1052,23.762601
1053,23.571477
1054,23.613093
1055,23.493694
1056,23.654601
1057,23.580215
1058,23.581101
1059,23.504072
1060,23.507508
1061,23.430888
1062,23.453436
1063,23.315514
1064,23.215851
1065,23.135414
1066,23.133811
1067,23.18049
1068,23.196219
1069,23.130544
1070,23.1152
1071,23.036545
1072,23.041208
1073,22.995357
1074,22.85502
1075,22.820937
1076,22.861901
1077,22.880642
1078,22.776556
1079,22.616629
1080,22.625196
1081,22.697975
1082,22.624225
1083,22.660744
1084,22.520561
1085,22.582273
1086,22.4656
1087,22.453283
1088,22.412114
1089,22.454455
1090,22.371973
1091,22.395419
1092,22.271216
1093,22.178395
1094,22.100982
1095,22.07345
1096,22.168681
1097,22.152064
1098,22.061218
1099,22.143462
1100,22.00368
1101,22.067306
1102,21.932303
1103,21.791809
1104,21.778821
1105,21.736051
1106,21.815645
1107,21.742985
1108,21.802057
1109,21.727792
1110,21.720251
1111,21.659696
1112,21.658706
1113,21.589519
1114,21.404741
1115,21.44403
1116,21.288442
1117,21.508911
1118,21.433508
1119,21.413935
1120,21.392772
1121,21.345171
1122,21.297263
1123,21.261203
1124,21.113441
1125,21.082746
1126,21.014258
1127,20.989462
1128,21.154417
1129,21.084948
1130,21.064133
1131,21.051415
1132,20.99359
1133,20.92718
1134,20.963192
1135,20.901946
1136,20.820941
1137,20.862812
1138,20.590575
1139,20.625404
1140,20.729637
1141,20.706909
1142,20.655689
1143,20.664845
1144,20.610275
1145,20.537543
1146,20.57064
1147,20.299514
1148,20.373665
1149,20.306658
1150,20.263214
1151,20.351316
1152,20.360417
1153,20.279852
1154,20.283407
1155,20.25459
1156,20.223148
1157,20.19828
1158,20.184131
1159,20.131027
1160,20.090993
1161,19.928788
1162,19.87641
1163,19.875863
1164,19.987451
1165,19.909746
1166,19.945376
1167,19.848444
1168,19.857688
1169,19.750894
1170,19.723717
1171,19.779361
1172,19.678053
1173,19.759216
1174,19.487205
1175,19.460153
1176,19.475602
1177,19.471589
1178,19.493799
1179,19.537443
1180,19.484743
1181,19.502664
1182,19.375443
1183,19.413721
1184,19.392862
1185,19.303466
1186,19.157009
1187,19.143789
1188,19.088446
1189,19.074306
1190,19.173647
1191,19.161706
1192,19.113997
1193,19.108341
1194,19.061892
1195,19.075638
1196,18.946304
1197,19.008188
1198,18.949727
1199,18.899916
1200,18.719798
1201,18.721428
1202,18.682106
1203,18.78206
1204,18.763602
1205,18.740027
1206,18.744883
1207,18.686991
1208,18.655531
1209,18.379548
1210,18.493497
1211,18.399514
1212,18.511923
1213,18.519657
1214,18.462046
1215,18.448375
1216,18.376985
1217,18.378887
1218,18.400755
1219,18.281848
1220,18.29818
1221,18.110012
1222,18.106948
1223,18.09372
1224,18.017332
1225,18.172403
1226,18.118672
1227,18.083077
1228,18.086681
1229,18.027193
1230,17.992983
1231,17.844438
1232,17.786367
1233,17.818544
1234,17.888625
1235,17.866496
1236,17.830235
1237,17.811282
1238,17.625138
1239,17.58076
1240,17.702662
1241,17.718855
1242,17.647834
1243,17.668341
1244,17.577074
1245,17.591473
1246,17.555306
1247,17.421725
1248,17.323003
1249,17.338595
1250,17.436984
1251,17.420866
1252,17.362651
1253,17.24296
1254,17.135507
1255,17.329103
1256,17.270888
1257,17.24933
1258,17.203253
1259,17.203986
1260,17.144108
1261,17.164458
1262,16.947262
1263,16.972067
1264,16.920776
1265,16.881028
1266,17.019425
1267,16.976547
1268,16.96513
1269,16.900717
1270,16.917916
1271,16.674428
1272,16.699482
1273,16.832348
1274,16.78356
1275,16.728656
1276,16.780511
1277,16.532935
1278,16.541829
1279,16.666411
1280,16.657439
1281,16.427125
1282,16.472676
1283,16.53751
1284,16.55555
1285,16.367257
1286,16.52037
1287,16.434648
1288,16.303295
1289,16.214202
1290,16.421379
1291,16.367449
1292,16.219193
1293,16.288239
1294,16.264525
1295,16.145518
1296,16.079015
1297,16.047702
1298,16.188861
1299,16.14873
1300,16.106231
1301,16.123071
1302,16.03971
1303,16.113808
1304,16.018354
1305,15.868982
1306,15.845869
1307,15.82732
1308,15.937565
1309,15.953296
1310,15.841392
1311,15.877116
1312,15.658069
1313,15.70512
1314,15.787165
1315,15.76574
1316,15.732581
1317,15.630987
1318,15.550267
1319,15.539683
1320,15.528722
1321,15.646359
1322,15.611541
1323,15.58718
1324,15.531931
1325,15.548838
1326,15.503742
1327,15.495322
1328,15.338201
1329,15.309374
1330,15.275308
1331,15.434327
1332,15.349053
1333,15.368054
1334,15.277126
1335,15.301709
1336,15.142605
1337,15.139911
1338,15.043446
1339,15.268973
1340,15.208294
1341,15.15961
1342,15.163948
1343,14.967749
1344,14.944195
1345,14.968953
1346,15.057429
1347,15.073356
1348,14.969719
1349,15.011463
1350,14.797195
1351,14.831642
1352,14.920187
1353,14.877291
1354,14.71873
1355,14.746059
1356,14.849112
1357,14.802809
1358,14.800151
1359,14.757875
1360,14.740523
1361,14.76106
1362,14.563081
1363,14.556988
1364,14.535717
1365,14.642269
1366,14.486697
1367,14.602617
1368,14.564041
1369,14.389824
1370,14.421774
1371,14.526332
1372,14.492602
1373,14.488947
1374,14.423821
1375,14.462373
1376,14.240331
1377,14.276166
1378,14.365628
1379,14.329669
1380,14.353065
1381,14.161621
1382,14.100932
1383,14.289839
1384,14.225545
1385,14.226433
1386,14.040398
1387,14.063914
1388,14.178995
1389,14.114705
1390,14.13013
1391,13.929473
1392,14.107173
1393,14.038492
1394,13.879187
1395,14.024676
1396,14.010403
1397,13.844153
1398,13.957954
1399,13.932356
1400,13.921769
1401,13.856969
1402,13.77103
1403,13.764811
1404,13.712603
1405,13.826106
1406,13.836451
1407,13.729934
1408,13.782184
1409,13.692948
1410,13.605781
1411,13.523409
1412,13.700204
1413,13.614612
1414,13.669432
1415,13.445571
1416,13.631176
1417,13.457413
1418,13.474104
1419,13.51624
1420,13.539208
1421,13.452911
1422,13.515157
1423,13.421706
1424,13.282777
1425,13.334248
1426,13.426231
1427,13.239555
1428,13.406438
1429,13.3184
1430,13.351962
1431,13.265335
1432,13.177409
1433,13.182709
1434,13.264428
1435,13.231286
1436,13.088404
1437,13.202989
1438,13.075105
1439,13.05802
1440,13.120382
1441,13.115949
1442,12.967377
1443,13.095684
1444,13.065273
1445,13.088302
1446,13.001399
1447,12.867684
1448,13.054608
1449,12.982824
1450,12.881836
1451,12.802184
1452,12.950018
1453,12.902086
1454,12.907061
1455,12.849328
1456,12.856711
1457,12.755584
1458,12.712754
1459,12.814522
1460,12.831267
1461,12.728392
1462,12.772007
1463,12.632475
1464,12.635342
1465,12.683054
1466,12.711851
1467,12.624358
1468,12.513144
1469,12.699445
1470,12.500912
1471,12.642716
1472,12.588737
1473,12.59289
1474,12.54381
1475,12.439939
1476,12.513777
1477,12.542494
1478,12.459443
1479,12.500056
1480,12.276848
1481,12.474591
1482,12.285455
1483,12.419557
1484,12.371891
1485,12.239652
1486,12.381979
1487,12.244225
1488,12.360826
1489,12.284865
1490,12.305615
1491,12.151603
1492,12.277592
1493,12.14872
1494,12.093592
1495,12.23686
1496,12.172444
1497,12.222309
1498,12.126074
1499,12.043521
1500,12.118611
1501,12.150704
1502,12.084651
1503,11.915416
1504,12.122057
1505,12.036104
1506,12.078901
1507,11.874997
1508,12.013626
1509,11.907315
1510,11.986371
1511,11.959065
1512,11.946317
1513,11.926804
1514,11.95023
1515,11.758244
1516,11.91607
1517,11.724926
1518,11.861871
1519,11.81216
1520,11.809364
1521,11.719402
1522,11.760145
1523,11.673061
1524,11.785008
1525,11.646239
1526,11.745311
1527,11.722504
1528,11.649193
1529,11.665211
1530,11.694628
1531,11.625073
1532,11.500344
1533,11.679938
1534,11.563163
1535,11.502318
1536,11.529752
1537,11.548833
1538,11.613961
1539,11.517636
1540,11.424674
1541,11.486479
1542,11.523941
1543,11.456441
1544,11.483005
1545,11.312172
1546,11.443332
1547,11.383038
1548,11.313634
1549,11.27174
1550,11.417261
1551,11.356725
1552,11.358986
1553,11.318992
1554,11.241773
1555,11.281793
1556,11.323279
1557,11.250121
1558,11.295865
1559,11.1077
1560,11.245059
1561,11.199314
1562,11.055741
1563,11.222785
1564,11.133534
1565,11.17936
1566,11.012124
1567,11.137988
1568,11.097855
1569,11.006663
1570,10.951564
1571,11.127654
1572,11.024536
1573,11.071547
1574,10.979871
1575,10.923231
1576,11.025403
1577,10.895381
1578,10.985991
1579,10.96111
1580,10.953287
1581,10.90627
1582,10.812335
1583,10.938142
1584,10.8759
1585,10.891584
1586,10.71963
1587,10.894919
1588,10.799917
1589,10.690386
1590,10.847391
1591,10.748686
1592,10.785677
1593,10.71941
1594,10.655523
1595,10.64842
1596,10.71321
1597,10.611075
1598,10.710058
1599,10.582028
1600,10.683261
1601,10.666679
1602,10.618819
1603,10.593547
1604,10.580582
1605,10.521112
1606,10.516645
1607,10.533195
1608,10.440106
1609,10.453321
1610,10.50256
1611,10.428203
1612,10.445019
1613,10.360058
1614,10.297853
1615,10.43414
1616,10.335459
1617,10.366985
1618,10.25874
1619,10.236095
1620,10.253618
1621,10.263763
1622,10.220875
1623,10.206022
1624,10.245009
1625,10.168519
1626,10.067651
1627,10.066481
1628,10.15361
1629,10.124195
1630,9.963437
1631,10.027568
1632,10.060972
1633,10.046254
1634,10.012732
1635,10.009281
1636,10.000695
1637,10.005173
1638,9.944748
1639,9.766765
1640,9.848801
1641,9.974001
1642,9.873623
1643,9.806111
1644,9.765209
1645,9.764127
1646,9.838874
1647,9.816632
1648,9.745558
1649,9.716752
1650,9.782006
1651,9.624348
1652,9.724633
1653,9.729592
1654,9.661983
1655,9.618934
1656,9.677571
1657,9.565409
1658,9.506836
1659,9.643945
1660,9.517382
1661,9.502126
1662,9.520589
1663,9.545788
1664,9.444774
1665,9.432839
1666,9.508962
1667,9.409921
1668,9.375467
1669,9.462767
1670,9.350948
1671,9.394051
1672,9.364437
1673,9.335871
1674,9.364102
1675,9.214976
1676,9.294913
1677,9.331174
1678,9.218769
1679,9.187143
1680,9.297035
1681,9.24245
1682,9.239822
1683,9.133223
1684,9.205377
1685,9.132872
1686,9.05807
1687,9.185201
1688,8.980488
1689,9.109259
1690,9.054237
1691,9.108659
1692,9.020622
1693,8.972069
1694,9.075139
1695,8.956328
1696,8.902295
1697,9.021998
1698,8.912276
1699,8.913003
1700,8.875592
1701,8.956918
1702,8.926633
1703,8.847008
1704,8.910167
1705,8.777296
1706,8.849774
1707,8.849546
1708,8.786423
1709,8.799525
1710,8.795022
1711,8.723764
1712,8.79685
1713,8.769986
1714,8.647093
1715,8.7805
1716,8.632928
1717,8.645196
1718,8.626283
1719,8.682821
1720,8.607112
1721,8.545465
1722,8.66794
1723,8.543193
1724,8.540854
1725,8.488004
1726,8.610713
1727,8.468419
1728,8.560394
1729,8.47794
1730,8.536451
1731,8.424795
1732,8.505117
1733,8.439968
1734,8.450124
1735,8.448101
1736,8.310154
1737,8.435314
1738,8.336582
1739,8.39547
1740,8.332892
1741,8.274673
1742,8.362458
1743,8.231819
1744,8.310788
1745,8.300098
1746,8.344397
1747,8.269951
1748,8.236709
1749,8.292353
1750,8.178378
1751,8.15883
1752,8.231342
1753,8.146649
1754,8.137812
1755,8.115752
1756,8.210691
1757,8.16581
1758,8.126726
1759,8.062857
1760,8.12588
1761,8.047102
1762,8.024771
1763,8.10605
1764,8.080111
1765,7.978368
1766,8.08766
1767,7.977912
1768,8.021286
1769,7.938765
1770,8.031553
1771,7.870058
1772,7.949615
1773,7.901566
1774,7.974024
1775,7.880456
1776,7.916761
1777,7.934344
1778,7.839336
1779,7.83532
1780,7.881948
1781,7.801002
1782,7.845238
1783,7.840192
1784,7.815453
1785,7.81811
1786,7.720228
1787,7.774725
1788,7.799389
1789,7.68413
1790,7.771335
1791,7.703719
1792,7.718285
1793,7.623443
1794,7.738346
1795,7.635504
1796,7.680242
1797,7.700408
1798,7.550349
1799,7.647539
1800,7.581747
1801,7.643021
1802,7.561381
1803,7.617272
1804,7.501659
1805,7.577644
1806,7.576176
1807,7.440787
1808,7.534912
1809,7.449801
1810,7.550256
1811,7.44989
1812,7.497936
1813,7.433105
1814,7.455358
1815,7.470472
1816,7.428103
1817,7.39462
1818,7.465986
1819,7.300893
1820,7.408313
1821,7.435807
1822,7.315161
1823,7.384767
1824,7.276651
1825,7.377312
1826,7.347714
1827,7.341027
1828,7.263205
1829,7.327329
1830,7.290173
1831,7.261546
1832,7.212653
1833,7.202825
1834,7.273533
1835,7.194903
1836,7.187003
1837,7.234379
1838,7.165383
1839,7.195182
1840,7.223123
1841,7.075813
1842,7.180833
1843,7.184633
1844,7.087676
1845,7.083859
1846,7.15217
1847,7.132025
1848,7.047672
1849,7.093697
1850,6.975071
1851,7.093127
1852,7.062679
1853,6.988976
1854,7.087852
1855,6.972138
1856,7.035441
1857,6.912232
1858,7.029695
1859,6.999439
1860,6.875198
1861,6.99843
1862,6.92087
1863,6.960802
1864,6.958659
1865,6.817549
1866,6.925211
1867,6.863882
1868,6.94004
